date,close,vol,vol2,vol3,br,ar,mtm,mtma,rsi1,rsi2,kdj-j,hsl,mms
 2021/11/29,17.15,7848753,105369,89853,78.26,86.34,-0.94,0.05,40.66,43.57,36.02,0.96,51.37
 2021/11/30,17.37,10387584,110133,92232,98.79,101.79,-0.18,0.06,49.31,47.18,36.39,1.28,47.99
 2021/12/01,17.74,11584748,110038,97815,105.21,107.41,0.34,0.07,60.83,52.74,69.22,1.42,50.2
 2021/12/02,19.51,55885904,195211,145895,148.42,140.07,2.34,0.4,83.01,69.5,99.96,6.87,62.79
 2021/12/03,19.66,51955496,275325,189557,130.41,139.93,2.42,0.74,83.93,70.46,108.66,6.39,73.81
 2021/12/06,19.76,35296624,330221,217795,130.88,137.71,2.55,1.09,84.6,71.13,100.18,4.34,82.17
 2021/12/07,20.16,30801908,371049,240591,139.03,135.35,2.82,1.72,87.17,73.72,99.3,3.79,83.86
 2021/12/08,19.99,22063832,392008,251023,144.93,145.44,2.8,2.21,80.34,70.78,93.84,2.71,83.55
 2021/12/09,20.14,19616692,319469,257340,146.81,153.47,2.84,2.63,81.84,71.86,93.3,2.41,83.42
 2021/12/10,19.63,14069533,243697,259511,136.9,154.26,2.13,2.59,62.34,63.19,80.63,1.73,77.54
 2021/12/13,19.69,27000078,227104,278662,160.89,156.59,1.89,2.51,63.56,63.75,74.18,3.32,73.54
 2021/12/14,19.26,12937698,191376,281213,147.62,150,1.76,2.37,49.66,56.96,57.25,1.59,65.46
 2021/12/15,19.58,18219392,183687,287847,154.08,149.76,2.43,2.31,57.89,60.39,37.53,2.24,63.83
 2021/12/16,19.95,11170561,166795,243132,174.38,174.96,2.58,2.27,65.67,64,41.36,1.37,63.7
 2021/12/17,20.48,20004194,178664,211181,162.62,163.11,2.74,2.26,73.95,68.49,65.52,2.46,69.31
 2021/12/20,20.09,12847114,150358,188731,164.07,158.39,0.58,2,60.97,62.26,59.99,1.58,69.9
 2021/12/21,21.06,21310318,167103,179239,200.52,191.8,1.4,1.91,74.39,69.73,75.17,2.62,72.2
 2021/12/22,21.01,13818192,158301,170994,186.6,186.66,1.25,1.83,72.84,68.96,80.97,1.7,71.98
 2021/12/23,20.83,10014293,155988,161391,177.07,186.31,0.67,1.54,66.83,66.1,77.51,1.23,73.56
 2021/12/24,20.53,9707108,135394,157029,163.34,167.13,0.54,1.2,57.36,61.47,65.61,1.19,69.27
 2021/12/27,20.1,12489132,134678,142518,157.2,158.22,-0.04,0.73,46.12,55.4,41.28,1.54,62.29
 2021/12/28,20.25,9244973,110547,138825,168.93,167.66,0.62,0.74,50.2,57.01,31.88,1.14,57.63
 2021/12/29,20.07,6376914,95665,126983,161.82,162.26,0.38,0.57,45.26,54.43,11.71,0.78,54.07
 2021/12/30,20.16,9927415,95491,125740,167.61,165.94,0.9,0.51,48.32,55.53,2,1.22,54.18
 2021/12/31,20.07,7634772,91346,113370,158.34,162.03,0.49,0.48,45.29,54.11,-1.09,0.94,52.71
 2022/01/04,20.42,11318561,89005,111842,170.13,172.51,0.47,0.47,57.67,58.61,26.69,1.39,54.96
 2022/01/05,20.92,17337326,105190,107869,188.27,184.32,0.44,0.55,69.51,64.09,60.54,2.13,59.43
 2022/01/06,22.65,43254268,178945,137305,210.25,196.43,2.56,0.87,85.89,76.07,88.31,5.32,70.04
 2022/01/07,22.76,27905306,214900,155196,207.6,204.35,1.7,1.09,86.44,76.61,100.16,3.43,78.46
 2022/01/10,22.72,15924425,231480,161413,192.85,196.74,1.71,1.23,84.98,75.93,96.25,1.96,83.71
 2022/01/11,22.7,12167808,233178,161092,207.65,187.72,1.87,1.46,84.13,75.56,92.06,1.5,83.38
 2022/01/12,20.83,25184882,248873,177032,154.56,148.98,0.3,1.43,39.58,50.64,49.47,3.1,70.56
 2022/01/13,19.66,25369140,213103,196024,125.7,130.27,-0.44,1.28,28.32,41.33,8.9,3.12,54.07
 2022/01/14,18.92,15498073,188289,201595,124.92,128.68,-1.33,0.63,23.29,36.68,-11.46,1.9,35.87
 2022/01/17,19.03,13707677,183855,207667,119.11,125.35,-1.04,0.18,25.64,37.82,-14.22,1.68,30.53
 2022/01/18,19.88,23672164,206864,220021,139.24,141.17,-0.28,-0.15,42.12,45.98,0.55,2.91,33.27
 2022/01/19,21.65,39876788,236248,242561,151.33,165.68,1.58,-0.2,62.75,58.38,38.21,4.9,43.73
 2022/01/20,20.96,23879216,233268,223185,145.73,161.18,0.54,-0.16,53.78,53.19,46.38,2.93,51.25
 2022/01/21,20.4,12979173,228230,208259,133.72,148.43,-0.52,-0.18,47.21,49.31,43.44,1.6,52.94
 2022/01/24,21.02,16138318,233091,208473,139.03,142.02,-1.63,-0.23,54.58,53.41,55.86,1.98,50.75
 2022/01/25,20.54,12966586,211680,209272,129.45,135.95,-2.22,-0.42,48.32,49.99,63.02,1.59,49.36
 2022/01/26,20.87,13705247,159337,197792,133.36,142.1,-1.85,-0.68,52.79,52.28,73.88,1.68,50.82
 2022/01/27,20.07,8371310,128321,180795,111.99,121.87,-2.63,-1.38,42.17,46.63,58.37,1.03,47.71
 2022/01/28,19.78,8646883,119657,173943,116.73,120,-1.05,-1.65,38.78,44.72,39.91,1.06,45.3
 2022/02/07,21.76,24139184,135658,184375,139.18,132.96,2.1,-1.21,63.1,57.65,81.69,2.97,47.97
 2022/02/08,22.09,29223616,168172,189926,144.14,134.59,3.17,-0.41,65.82,59.38,93.22,3.59,54.05
 2022/02/09,21.9,19748492,180259,169798,147.43,138.77,2.87,0.44,62.63,57.9,92.4,2.43,60.29
 2022/02/10,22.41,20808408,205133,166727,147,138.76,2.53,1.16,67.67,60.77,99.76,2.56,61.7
 2022/02/11,22.54,24661604,237163,178410,148.41,135.68,0.89,1.75,68.95,61.5,100.81,3.03,62.67
 2022/02/14,21.85,16539991,221964,178811,135.84,130.33,0.89,2.08,55.06,55.52,83.71,2.03,61.36
 2022/02/15,22.3,15793659,195104,181638,146.17,131.78,1.9,2.04,61.18,58.4,84.99,1.94,60.12
 2022/02/16,22.63,14473109,184554,182406,148.2,131.11,1.61,1.78,65.34,60.44,91.3,1.78,59.53
 2022/02/17,22.64,17922008,178781,191957,144.49,129.07,2.1,1.65,65.47,60.51,84.3,2.2,61.96
 2022/02/18,22.9,15430402,160318,198740,124.25,118.1,2.03,1.57,69.2,62.25,83.85,1.9,63.85
 2022/02/21,22.7,13143965,153526,187745,117.8,107.96,2.63,1.86,62.93,60.03,69.4,1.62,63.57
 2022/02/22,22.2,10106566,142152,168628,106.75,100.84,2.42,2.11,49.48,54.71,39.2,1.24,60.47
 2022/02/23,22.34,9301772,131809,158181,103.78,101.69,0.58,1.89,52.87,55.9,29.72,1.14,57.14
 2022/02/24,21.37,16348455,128662,153722,106.92,108.44,-0.72,1.51,33.95,46.62,10.08,2.01,50.27
 2022/02/25,21.15,9655969,117113,138716,118.97,117.98,-0.75,1.03,30.94,44.78,-4.9,1.19,45.28
 2022/02/28,21.3,8618231,108062,130794,127.88,124.59,-1.11,0.51,35.62,46.35,-5.09,1.06,40.54
 2022/03/01,21.96,17288732,122426,132289,134.98,132.54,-0.58,-0.03,52.57,52.81,18.69,2.12,43.97
 2022/03/02,21.76,9167876,122159,126984,123.47,118.44,-0.09,-0.45,47.97,50.79,28.64,1.13,47.26
 2022/03/03,21.85,10638473,110739,119700,108.37,104.37,-0.45,-0.62,50.32,51.7,37.49,1.31,50.18
 2022/03/04,21.58,9454368,110335,113724,110.37,105.27,-1.05,-0.67,43.29,48.76,40.26,1.16,48.08
 2022/03/07,22.17,23491204,140081,124072,119.73,118.89,-0.47,-0.63,58.49,54.88,70.05,2.89,50.33
 2022/03/08,21.65,13756344,133017,127721,102.1,111.78,-1.25,-0.65,45.57,49.22,58.83,1.69,49.14
 2022/03/09,21.17,18797488,152276,137217,92.72,97.57,-1.53,-0.81,36.62,44.59,51.38,2.31,47.16
 2022/03/10,21.49,15777262,162553,136646,100.9,100.43,-0.71,-0.91,45.23,48.14,57.51,1.94,43.8
 2022/03/11,21.56,9703562,163052,136694,102.38,102.62,-0.78,-0.97,47.11,48.92,62.43,1.19,43.81
 2022/03/14,21.5,14582673,145235,142658,106.36,113.62,0.13,-0.77,45.5,48.24,62.41,1.79,45.79
 2022/03/15,19.35,26031042,169784,151400,76.44,89.02,-1.8,-0.99,18.42,31.28,17.17,3.2,37.82
 2022/03/16,19.82,22521896,177233,164754,73.08,83.5,-1.48,-1.03,29.44,36.6,24.15,2.77,32.23
 2022/03/17,20.13,14723141,175125,168839,77.22,85.09,-1.83,-1.08,36.25,39.94,34.29,1.81,28.74
 2022/03/18,20.83,12949738,181617,172334,79.05,89.88,-0.93,-1.12,49.47,46.84,55.06,1.59,36.81
 2022/03/21,20.3,11048795,174549,159892,75.1,87.99,-1.55,-1.24,41.63,42.78,55.21,1.36,40.12
 2022/03/22,20.16,10799302,144086,156935,75.43,86.91,-1.42,-1.5,39.64,41.74,52.16,1.33,41.18
 2022/03/23,20.29,8213217,115468,146351,70.05,82.93,-1.88,-1.51,42.69,43.14,52.76,1.01,39.45
 2022/03/24,19.86,7453902,100930,138027,62.86,77.14,-1.79,-1.57,35.55,39.69,44.64,0.92,37.98
 2022/03/25,19.63,6227871,87486,134552,60.77,75.22,-1.54,-1.52,32.1,37.92,42.81,0.77,36.16
 2022/03/28,19.84,8863730,83116,128833,61.35,76.44,-1.65,-1.64,38.62,40.56,51.89,1.09,35.02
 2022/03/29,19.62,5755596,73029,108557,61.97,78.43,-1.94,-1.7,34.46,38.68,33.98,0.71,34.64
 2022/03/30,20.85,17364326,91331,103400,73.33,90.15,-0.65,-1.57,61.96,52.2,71.47,2.13,42.11
 2022/03/31,21.85,25672652,127768,114349,80.43,102.4,2.5,-0.84,73.01,60.02,95.12,3.16,51.85
 2022/04/01,21.77,10845272,137003,112245,86.81,112.32,1.95,-0.22,71.03,59.17,103.34,1.33,62.09
 2022/04/06,22.3,16078286,151432,117274,89.37,117.11,2.17,0.4,76.17,62.94,107.3,1.98,67.08
 2022/04/07,22.45,20174828,180271,126650,94.21,120.43,1.62,0.94,77.52,63.97,97.29,2.48,68.84
 2022/04/08,22.73,12136389,169815,130573,91.09,112.02,2.43,1.67,80.06,65.89,96.01,1.49,71.92
 2022/04/11,22.17,10790900,140051,133910,86.4,112.1,2.01,2.11,62.99,59.01,84.12,1.33,69.59
 2022/04/12,21.86,10120408,138602,137802,81.09,107.38,1.57,1.96,55.18,55.51,69.49,1.24,64.95
 2022/04/13,21.09,10016618,126478,138955,79.99,104.83,1.23,1.84,40.28,47.83,46.03,1.23,55.52
 2022/04/14,21.51,11669640,109468,144869,76.43,95.75,1.88,1.79,49.25,51.8,29.06,1.43,51.8
 2022/04/15,21.79,10578167,106351,138083,85.33,103.8,1.95,1.85,54.69,54.33,29.73,1.3,51.19
 2022/04/18,21.51,7084250,98938,119495,90.74,115.51,1.89,1.76,48.45,51.39,23.57,0.87,52.97
 2022/04/19,21.42,8825052,96347,117475,79.58,106.54,0.57,1.51,46.41,50.43,19.36,1.08,52.24
 2022/04/20,20.33,12949438,102213,114346,76.98,97.52,-1.52,1,28.79,40.47,1.03,1.59,45.31
 2022/04/21,19.52,7556870,93988,101728,69.64,87.03,-2.25,0.42,21.51,34.89,-11.53,0.93,37.33
 2022/04/22,20.28,9306602,91444,98898,86.03,100.58,-2.02,-0.23,38.91,42.95,10.92,1.14,34.02
 2022/04/25,19.02,10765297,98807,98872,80.65,104.57,-3.43,-1.13,27,35.09,-3.53,1.32,32.06
 2022/04/26,18.98,8614636,98386,97367,78.89,105.24,-3.75,-2.07,26.69,34.87,-8.12,1.06,32.55
 2022/04/27,20.37,18217884,108923,105568,86.53,107.16,-1.8,-2.46,50.48,47.42,23.95,2.24,35.1
 2022/04/28,20.89,14134967,122079,108033,91.42,116.34,-0.97,-2.37,56.78,51.25,57.2,1.74,43.05
 2022/04/29,20.83,11064323,125594,108519,92.4,118.21,-0.26,-2.04,55.8,50.78,77.13,1.36,50.86
 2022/05/05,21.4,13247690,130559,114683,98.18,127.81,-0.11,-1.72,63.08,55.02,102.1,1.63,54.48
 2022/05/06,20.68,7698573,128727,113556,96.14,133.15,-1.11,-1.33,50.48,49.19,92.26,0.95,53.36
 2022/05/09,20.74,7421000,107133,108028,103.21,138.22,-0.77,-0.84,51.45,49.67,84.15,0.91,52.71
 2022/05/10,21.04,9251950,97367,109723,100.93,126.76,-0.38,-0.6,56.55,52.16,86.96,1.14,51.28
 2022/05/11,20.78,9643771,94526,110060,101.39,126.04,0.45,-0.36,50.98,49.83,79.79,1.19,51.55
 2022/05/12,20.06,9745319,87521,109040,86.38,108.54,0.54,-0.23,38.39,43.9,48.66,1.2,48.62
 2022/05/13,20.35,7987185,88098,108413,82.84,101.69,0.07,-0.2,44.96,46.69,28.13,0.98,45.88
 2022/05/16,20.07,9937103,93131,100132,84.94,95.48,1.05,0.16,40.02,44.37,5.37,1.22,43.17
 2022/05/17,20.15,10455653,95538,96453,78.33,90.65,1.17,0.48,42.2,45.21,13.41,1.29,43.88
 2022/05/18,19.83,5654403,87559,91043,69.9,84.66,-0.54,0.46,35.93,42.39,8.07,0.69,41.72
 2022/05/19,19.99,6363990,80797,84159,67.09,86.94,-0.9,0.23,41.17,44.29,12.32,0.78,41.75
 2022/05/20,20.19,6024349,76871,82485,72.62,88.6,-0.64,0.03,47.6,46.68,28.4,0.74,42.61
 2022/05/23,19.96,6645797,70288,81710,74.32,88.58,-1.44,-0.22,41.36,44.29,27.34,0.82,43.65
 2022/05/24,19.51,7753130,64883,80211,78.63,87.99,-1.17,-0.59,31.63,39.93,9.8,0.95,41.42
 2022/05/25,19.88,4298980,62172,74866,78.62,89.4,-0.86,-0.93,44.51,44.81,27.03,0.53,40.54
 2022/05/26,20.11,10912058,71269,76033,77.38,86.08,-0.93,-0.99,51.35,47.69,49.43,1.34,42.47
 2022/05/27,19.86,7284115,73788,75330,78.58,83.3,-0.92,-0.99,44.24,44.91,58.73,0.9,45.18
 2022/05/30,16,8787962,78072,74180,58.01,81.42,-4.06,-1.56,12.41,22.67,34.54,0.9,35.2
 2022/05/31,15.56,16733513,96033,80458,59.58,88.49,-4.79,-2.12,11.3,21.35,15.57,1.72,23.21
 2022/06/01,15.42,12115644,111667,86920,61.71,90.49,-4.65,-2.7,10.92,20.93,4.52,1.24,12.56
 2022/06/02,14.92,21050404,131943,101606,54.3,83.32,-5.23,-3.43,9.57,19.44,-3.67,2.16,11.4
 2022/06/06,15.23,31481532,180338,127063,59.64,89,-4.6,-4.04,17.21,23.15,1.85,3.23,12.6
 2022/06/07,15.12,11485309,185733,131903,55.18,82.71,-4.87,-4.7,16.62,22.74,4.19,1.18,13.8
 2022/06/08,15.02,12599162,177464,136749,42.4,69.07,-5.17,-4.88,16.01,22.35,4.78,1.29,15.37
 2022/06/09,14.9,8983477,171200,141433,39.46,62.61,-5.06,-4.93,15.21,21.87,4.19,0.92,14.83
 2022/06/10,14.9,9445927,147991,139967,39.22,61.26,-4.61,-4.92,15.21,21.87,21.74,0.97,14.46
 2022/06/13,14.62,19352416,123733,152035,33.11,52.65,-5.26,-4.93,13.02,20.61,19.22,1.98,13.7
 2022/06/14,14.73,12408500,125579,155656,35.67,51.93,-5.38,-5.06,18.54,22.51,29.72,1.27,14.2
 2022/06/15,15.1,21775240,143931,160698,33.05,46.93,-4.76,-5.04,35.16,28.77,64.31,2.23,18.14
 2022/06/16,14.97,11619926,149204,160202,33.36,48.53,-1.03,-4.35,32.37,27.91,74.9,1.19,22.19
 2022/06/17,14.95,9522660,149357,148674,32.65,50.8,-0.61,-3.61,31.91,27.77,76.67,0.98,25.11
 2022/06/20,15.09,10593140,131839,127786,36.95,54.88,-0.33,-2.9,39.26,30.43,86.92,1.09,26.09
 2022/06/21,15.14,11330933,129684,127631,34.06,50.54,0.22,-1.98,41.95,31.42,94.19,1.16,28.06
 2022/06/22,14.77,9476999,105087,124509,32.1,51.49,-0.46,-1.16,30.12,28.2,66.23,0.97,28.34
 2022/06/23,14.95,8013695,97875,123539,33.39,53.32,-0.17,-0.4,40,31.9,65.57,0.82,29.22
 2022/06/24,14.91,7709868,94249,121803,35.2,53.66,-0.11,-0.24,38.54,31.51,60.09,0.79,29.33
 2022/06/27,15,8971379,91006,111422,35.59,48.55,0.1,-0.12,44.03,33.53,57.04,0.92,32.33
 2022/06/28,15.07,9458620,87261,108472,33.89,47.37,0.17,-0.04,48.34,35.15,63.59,0.97,34.18
 2022/06/29,15.15,17458768,103225,104156,37.05,54.12,0.53,0.01,53.27,37.06,70.06,1.79,37.34
 2022/06/30,15.78,26843880,140885,119380,44.32,71.23,1.05,0.26,75.43,49.79,82.92,2.75,46.22
 2022/07/01,15.68,14038765,153543,123896,42.58,71.38,0.58,0.39,69.18,48.11,83.15,1.44,53.16
 2022/07/04,15.81,11355627,158311,124659,41.47,72.39,0.84,0.55,72.71,50.48,89.48,1.16,60.24
 2022/07/05,15.5,12917848,165230,126245,41.33,73.48,0.55,0.62,54.77,45.11,74.89,1.32,57.21
 2022/07/06,14.98,12625428,155563,129394,68.3,75.99,-0.11,0.57,36.6,37.76,28.41,1.29,51.01
 2022/07/07,14.9,8677738,119231,130058,75.08,79.24,-0.24,0.44,34.48,36.75,0.92,0.89,43.01
 2022/07/08,14.94,6155919,103465,128504,81.87,87.45,0.17,0.3,36.68,37.66,-9.87,0.63,38.75
 2022/07/11,14.9,7252880,95260,126785,92.45,93.79,-0.05,0.19,35.26,37.08,-9.54,0.74,38.36
 2022/07/12,15.35,14480485,98385,131807,103.7,100.83,0.44,0.13,57.45,47.07,20.31,1.48,43.91
 2022/07/13,15.19,8878998,90892,123228,104.26,98.19,0.19,0.07,50.12,44.34,28.35,0.91,47.38
 2022/07/14,15.16,14106775,101750,110490,105.99,102.4,0.09,0.1,48.72,43.82,31.33,1.45,50.88
 2022/07/15,15,11838187,113115,108290,101.9,98.85,-0.15,0.11,41.34,41.02,26.82,1.21,47.38
 2022/07/18,15.17,8706939,116023,105641,110.57,106.67,-0.61,-0.01,50.84,45.08,50.83,0.89,47.66
 2022/07/19,15,7047502,101157,99771,119,112.27,-0.68,-0.12,42.57,41.93,45.99,0.72,46.42
 2022/07/20,14.92,7328126,98055,94474,120.3,108.59,-0.89,-0.34,38.98,40.48,35.26,0.75,45.97
 2022/07/21,14.65,8761418,87364,94557,101.62,98.2,-0.85,-0.52,29.08,35.9,7.41,0.9,40.76
 2022/07/22,14.58,6589355,76867,94991,98.8,98.59,-0.4,-0.6,26.95,34.78,5.21,0.68,36.75
 2022/07/25,14.58,3936309,67325,91674,102.05,95.02,-0.32,-0.63,26.95,34.78,5.23,0.4,33.58
 2022/07/26,14.68,5229476,63689,82423,99.19,96.17,-0.26,-0.57,36.52,38.05,13.57,0.54,34.84
 2022/07/27,14.69,4091907,57217,77636,97.54,97.73,-0.21,-0.49,37.5,38.39,23.28,0.42,36.9
 2022/07/28,14.79,4593453,48881,68123,107.11,106,-0.56,-0.43,47.29,41.84,37.28,0.47,40.93
 2022/07/29,14.76,5498106,46699,61783,108.16,103.79,-0.43,-0.36,44.76,41.08,44.26,0.56,42.64
 2022/08/01,14.6,4864773,48555,57940,102.41,100.66,-0.56,-0.39,33.37,37.19,35.25,0.5,41.88
 2022/08/02,13.9,9174128,56445,60067,84.28,88.34,-1.1,-0.52,14.28,25.61,16.39,0.94,33.04
 2022/08/03,13.65,8020131,64301,60759,83.98,87.55,-1.52,-0.73,11.47,22.84,2.14,0.82,23.37
 2022/08/04,13.71,6293485,67701,58291,84.57,77.55,-1.29,-0.91,16.22,24.97,-0.67,0.65,17.18
 2022/08/05,14.07,11004723,78714,62706,78.96,70.16,-0.85,-0.96,39.57,36.43,19.96,1.13,23.28
 2022/08/08,14.77,17719612,104424,76490,92.76,84.73,0.12,-0.87,63.38,51.99,71.61,1.82,38.27
 2022/08/09,14.78,12201806,110480,83462,86.74,83.15,0.2,-0.74,63.63,52.17,94.34,1.25,52.17
 2022/08/10,14.77,11227817,116895,90598,100.76,96.2,0.19,-0.52,63.12,51.95,92.13,1.15,59.77
 2022/08/11,14.8,7558516,119425,93563,114.93,111.54,0.12,-0.25,64.15,52.59,90.07,0.78,60.04
 2022/08/12,14.94,7842328,113100,95907,122.17,118.74,0.25,0.01,69,55.61,93.69,0.8,61.69
 2022/08/15,14.97,6742690,91146,97785,119.83,116.92,0.18,0.18,70.04,56.26,95.19,0.69,63.78
 2022/08/16,15.16,9357080,85457,97968,127.56,126.47,0.4,0.22,76.14,60.27,103.3,0.96,67.47
 2022/08/17,15.02,6368679,75739,96317,113.46,110.8,0.42,0.26,64.53,56.13,98.86,0.65,67.32
 2022/08/18,14.71,7121480,74865,97145,108.61,108.86,0.81,0.36,45.92,48.14,71.43,0.73,62.43
 2022/08/19,14.77,5833687,70847,91974,114.13,111.62,1.12,0.53,49.31,49.65,47.51,0.6,56.39
 2022/08/22,15.07,7857973,73078,82112,132.51,126.67,1.36,0.72,63.18,56.57,57.24,0.81,56.17
 2022/08/23,14.88,6425105,67214,76335,119.25,109.22,0.81,0.82,52.3,51.66,40.3,0.66,57.71
 2022/08/24,14.17,14286108,83049,79394,104.14,99.79,-0.6,0.65,29.52,38.17,7.43,1.46,51.63
 2022/08/25,14.96,14885880,98578,86721,122.67,115.96,0.18,0.61,55.44,53.05,45.73,1.53,49.24
 2022/08/26,14.65,9504200,105919,88383,122.25,110.14,-0.12,0.46,47.26,48.1,45.22,0.97,47.12
 2022/08/29,14.69,7082222,104367,88722,119.27,115.2,-0.11,0.25,48.43,48.77,48.72,0.73,52.15
 2022/08/30,14.56,4265616,100048,83631,117.95,113.97,-0.38,-0.04,44.55,46.63,43.62,0.44,49.01
 2022/08/31,14.62,5823917,83124,83086,116.8,114.99,-0.35,-0.23,46.91,47.78,45.67,0.6,48.84
 2022/09/01,14.55,7164761,67681,83129,119.4,115.62,-0.61,-0.23,44.27,46.5,41.91,0.73,47.7
 2022/09/02,14.18,8999880,66673,86296,111.13,107.56,-0.84,-0.4,32.64,40.27,14.33,0.92,44.52
 2022/09/05,14.64,9131649,70772,87569,117.82,118.93,-0.07,-0.39,51.61,49.46,39.6,0.94,45.33
 2022/09/06,14.82,9533537,81307,90678,126.47,131.47,0.05,-0.37,57.26,52.57,67.18,0.98,48.29
 2022/09/07,14.41,9109404,87878,85501,133.33,137.07,-0.66,-0.41,43.41,45.59,47.93,0.93,50.85
 2022/09/08,14.51,11002341,95554,81618,138.85,141.9,-0.37,-0.42,47.15,47.45,48.95,1.13,49.77
 2022/09/09,14.98,21492888,120540,93606,145.47,161.67,0.81,-0.18,61.51,55.27,76.91,2.2,50.95
 2022/09/13,14.86,13820757,129918,100345,135.45,155.97,-0.1,-0.06,56.78,53.07,76.25,1.42,54.49
 2022/09/14,14.62,8293855,127438,104373,116.25,138.6,-0.03,-0.05,47.94,48.83,59.17,0.85,54.98
 2022/09/15,14.64,10943711,131107,109493,121.47,136.38,-0.05,-0.07,48.74,49.2,51.45,1.12,51.91
 2022/09/16,13.98,16452834,142008,118781,100.99,112.94,-0.58,-0.05,30.33,39.05,14.4,1.69,45.01
 2022/09/19,13.59,9387881,117798,119169,92.05,101.3,-1.03,-0.16,23.92,34.47,-1.5,0.96,38.17
 2022/09/20,13.61,5172236,100501,115209,88.47,97.1,-0.94,-0.46,24.9,34.9,-6.74,0.53,31.36
 2022/09/21,13.6,4804449,93522,110480,84.22,92.03,-0.58,-0.54,24.71,34.78,-1.63,0.49,29.44
 2022/09/22,13.37,4618338,80871,105989,77.46,90.81,-1.27,-0.74,20.4,31.94,-6.51,0.47,28.28
 2022/09/23,13.34,3888594,55743,98876,80.23,94.74,-1.48,-0.98,19.86,31.57,-7.19,0.4,26.74
 2022/09/26,12.83,6986803,50941,84369,79.52,95.48,-1.58,-1.15,12.88,26.03,-7.89,0.72,22.78
 2022/09/27,12.91,9809348,60215,80358,76.15,91.54,-1.6,-1.24,18.29,28.18,6.15,1.01,21.3
 2022/09/28,12.5,4908342,60423,76973,67.65,82.98,-2.48,-1.5,13.24,24.23,1.66,0.5,18.27
 2022/09/29,12.2,7225503,65637,73254,72.16,83.78,-2.66,-1.84,10.66,21.79,-2.06,0.74,16.71
 2022/09/30,12.38,6926423,71713,63728,84.53,94.62,-2.24,-2.01,21.66,26.63,5.87,0.71,16.55
 2022/10/10,12.46,7458333,72656,61798,79.37,89.02,-2.18,-2.12,26.49,28.76,14.6,0.76,19.21
 2022/10/11,12.23,5338924,63715,61965,79.28,89.55,-1.75,-2.15,21.84,26.36,9.86,0.55,21.76
 2022/10/12,12.3,6338750,66576,63499,78.37,87.1,-1.29,-2.1,26.55,28.35,22.48,0.65,22.82
 2022/10/13,12.18,5324367,62774,64205,75.46,88.84,-1.43,-1.92,23.62,26.98,23.68,0.55,22.11
 2022/10/14,12.29,8252742,65426,68570,77.34,89.1,-1.31,-1.7,31.88,30.33,35.81,0.85,24.31
 2022/10/17,12.31,5863227,62236,67446,73.45,85.3,-1.06,-1.5,33.45,30.96,48.88,0.6,25.8
 2022/10/18,12.15,8660056,68878,66297,74.85,87.7,-1.19,-1.34,27.39,28.7,41.74,0.89,26.79
 2022/10/19,11.8,9873449,75948,71262,63.44,75.28,-1.03,-1.22,18.56,24.45,17.25,1.01,23.91
 2022/10/20,11.4,12113861,89527,76150,56.43,65.08,-1.51,-1.25,12.87,20.63,2.01,1.24,18.99
 2022/10/21,11.31,5968490,84958,75192,61.75,70,-1.19,-1.22,11.89,19.87,-2.5,0.61,14.9
 2022/10/24,11.04,7278325,87788,75012,56.94,64.35,-1.16,-1.19,9.32,17.73,-2.32,0.75,11.97
 2022/10/25,10.91,7233958,84936,76907,48.02,54.8,-1.47,-1.26,8.29,16.78,1.26,0.74,10.37
 2022/10/26,10.95,6441550,78072,77010,47.97,54.94,-1.51,-1.31,11.9,18.25,5.46,0.66,9.9
 2022/10/27,11.06,6020215,65885,77706,50,56.55,-1.17,-1.33,22.02,22.36,12.84,0.62,12.55
 2022/10/28,10.24,14581500,83111,84035,41.34,48.11,-2.06,-1.43,10.86,15.87,3.89,1.5,12.75
 2022/10/31,10.02,12690453,93935,90862,43.09,50.96,-2.16,-1.59,9.34,14.63,5.63,1.3,11.66
 2022/11/01,10.3,11711036,102890,93913,50.96,59.3,-1.99,-1.73,25.33,23,19.05,1.2,12.61
 2022/11/02,10.43,9241330,108489,93281,53.94,63.12,-1.88,-1.79,32.01,26.64,34,0.95,18.23
 2022/11/03,10.44,7833957,112117,89001,54.88,64.68,-1.71,-1.83,32.57,26.93,43.31,0.8,24.47
 2022/11/04,10.6,11041513,105037,94074,59.5,65.89,-1.2,-1.83,41.74,31.65,61.57,1.13,28.85
 2022/11/07,10.73,9154441,97965,95950,59.94,66.95,-0.67,-1.6,48.56,35.35,80.34,0.94,33.26
 2022/11/08,10.58,16247415,107037,104963,62.73,68.17,-0.73,-1.36,41.79,33.1,78.9,1.67,36.31
 2022/11/09,10.58,9212630,106980,107734,65.79,71.45,-0.46,-1.11,41.79,33.1,77.34,0.94,36.95
 2022/11/10,10.57,9377663,110067,111092,69.6,74.9,-0.34,-0.85,41.23,32.93,82.95,0.96,35.64
 2022/11/11,11.09,23461748,134908,119972,78.6,86.22,0.14,-0.54,67.79,47.84,101.02,2.41,43.01
 2022/11/14,11.01,27114242,170827,134396,80.23,79.03,-0.05,-0.35,62.57,46.12,79.64,2.78,49.4
 2022/11/15,11.29,21362164,181057,144047,76.94,81.17,1.05,-0.07,71.71,52.62,84.24,2.19,58.94
 2022/11/16,11.08,12034742,186701,146841,76.97,83.2,1.06,0.23,58.79,47.89,69.93,1.23,58.37
